,date,XAUUSD Open,XAUUSD Low,XAUUSD High,XAUUSD Close,XAUUSD Adj. Close,XAUUSD Vol  (1M),XAUUSD Vol  (3M),XAUUSD Vol  (6M),M1 USD (B),M2 USD (B)
349,2014-02-03,1244.28,1240.92,1266.39,1257.65,1257.65,14.67,16.92,18.99,2766.9,11100.2
350,2014-01-27,1270.07,1252.16,1278.57,1257.11,1257.11,14.59,16.61,19.07,2694.1,11102.2
351,2014-01-20,1254.05,1249.71,1260.12,1254.35,1254.35,11.33,15.91,18.76,2704.5,11065.1
352,2014-01-13,1248.45,1243.82,1255.11,1253.31,1253.31,15.47,17.28,19.41,2673.9,11034.9
353,2014-01-06,1237.05,1231.84,1248.46,1238.06,1238.06,18.09,17.31,19.4,2668.2,11036.2
354,2013-12-30,1213.18,1195.14,1216.34,1196.57,1196.57,20.64,17.01,19.59,2648.4,11026.7
355,2013-12-23,1203.2,1192.86,1207.44,1198.86,1198.86,20.55,18.6,19.87,2682.7,11028.6
356,2013-12-16,1238.68,1227.93,1251.99,1241.32,1241.32,19.93,18.68,20.89,2656.2,11006.5
357,2013-12-09,1229.1,1225.51,1243.28,1240.35,1240.35,17.72,20.54,21.78,2672.8,11003.5
358,2013-12-02,1252.11,1217.96,1252.11,1219.83,1219.83,15.84,20.71,21.55,2654.5,10986.1
359,2013-11-25,1243.66,1227.92,1253.56,1251.38,1251.38,13.44,20.49,21.58,2627.9,10966.2
360,2013-11-18,1290.18,1270.19,1290.75,1275.44,1275.44,13.59,20.38,21.65,2622.8,10938.4
361,2013-11-11,1288.55,1279.28,1288.86,1282.81,1282.81,15.94,20.66,21.96,2615.0,10932.5
362,2013-11-04,1316.23,1311.33,1322.58,1314.64,1314.64,16.77,21.32,22.29,2604.8,10950.1
363,2013-10-28,1350.73,1346.51,1361.84,1352.63,1352.63,20.84,21.42,22.38,2625.4,10967.8
364,2013-10-21,1316.22,1313.42,1324.24,1316.02,1316.02,20.13,21.08,22.29,2662.6,10988.5
365,2013-10-14,1272.16,1268.7,1290.14,1272.48,1272.48,24.63,21.53,22.41,2641.1,10930.1
366,2013-10-07,1311.03,1308.72,1329.01,1323.1,1323.1,26.75,21.65,26.15,2568.8,10892.8
367,2013-09-30,1337.33,1322.86,1351.83,1329.03,1329.03,25.63,20.86,26.65,2589.9,10888.3
368,2013-09-23,1325.65,1313.64,1333.62,1322.72,1322.72,25.43,22.05,26.78,2590.7,10840.3
369,2013-09-16,1326.1,1303.3,1335.01,1312.79,1312.79,19.61,23.81,25.83,2572.1,10805.7
370,2013-09-09,1391.85,1382.18,1393.94,1386.97,1386.97,18.54,22.85,25.39,2581.2,10803.9
371,2013-09-02,1395.2,1374.1,1400.75,1389.77,1389.77,16.95,22.44,24.98,2585.5,10811.6
372,2013-08-26,1397.8,1389.71,1407.07,1404.65,1404.65,16.85,23.1,24.92,2562.8,10796.5
373,2013-08-19,1376.58,1362.65,1384.61,1366.0,1366.0,20.24,23.18,24.94,2537.8,10764.1
374,2013-08-12,1314.53,1313.96,1344.01,1338.39,1338.39,18.56,23.44,24.84,2545.5,10773.7
375,2013-08-05,1312.18,1297.65,1320.85,1303.01,1303.01,17.35,23.16,24.53,2533.6,10758.7
376,2013-07-29,1333.18,1323.07,1338.44,1328.1,1328.1,19.25,23.43,24.5,2552.2,10747.0
377,2013-07-22,1296.02,1295.44,1339.49,1335.82,1335.82,26.89,23.87,24.4,2565.6,10736.8
378,2013-07-15,1285.5,1274.42,1295.04,1284.7,1284.7,30.09,23.43,23.88,2544.0,10711.6
379,2013-07-08,1223.13,1215.86,1238.85,1236.98,1236.98,28.41,31.3,23.61,2526.9,10683.9
380,2013-07-01,1234.81,1225.4,1261.81,1252.52,1252.52,29.04,31.33,23.44,2526.6,10707.1
381,2013-06-24,1298.48,1276.33,1301.55,1282.39,1282.39,23.99,29.47,22.29,2522.4,10655.1
382,2013-06-17,1390.7,1380.64,1392.09,1385.27,1385.27,18.92,27.68,21.01,2513.2,10659.1
383,2013-06-10,1383.35,1376.02,1389.07,1386.5,1386.5,21.7,27.71,21.13,2538.9,10658.9
384,2013-06-03,1387.01,1386.9,1416.95,1411.35,1411.35,21.35,27.35,20.89,2585.8,10640.2
385,2013-05-27,1386.6,1384.58,1396.72,1394.78,1394.78,19.03,26.64,20.43,2535.9,10622.0
386,2013-05-20,1359.15,1338.43,1399.55,1393.85,1393.85,21.53,26.66,20.29,2524.1,10604.1
387,2013-05-13,1448.0,1426.04,1448.22,1430.59,1430.59,38.14,26.09,19.73,2523.3,10607.6
388,2013-05-06,1470.75,1464.94,1479.04,1469.46,1469.46,41.62,25.74,19.44,2501.5,10592.4
389,2013-04-29,1463.0,1458.25,1478.12,1475.84,1475.84,42.2,25.65,19.59,2534.5,10583.6
390,2013-04-22,1404.42,1402.68,1439.09,1426.45,1426.45,40.17,24.9,19.27,2527.4,10572.2
391,2013-04-15,1478.85,1336.17,1495.72,1348.21,1348.21,38.28,24.1,18.9,2514.6,10574.3
392,2013-04-08,1582.0,1567.44,1583.05,1573.47,1573.47,10.83,11.34,11.28,2486.3,10564.5
393,2013-04-01,1600.24,1594.96,1603.94,1599.52,1599.52,6.12,10.65,10.77,2511.8,10597.0
394,2013-03-25,1608.4,1590.01,1613.72,1605.3,1605.3,9.39,11.01,10.81,2488.8,10548.2
395,2013-03-18,1592.45,1591.74,1611.24,1605.49,1605.49,13.09,11.17,10.97,2466.8,10530.7
396,2013-03-11,1578.59,1575.65,1583.54,1581.6,1581.6,13.81,11.4,10.89,2468.3,10512.6
397,2013-03-04,1577.15,1569.52,1584.98,1573.83,1573.83,13.7,11.44,11.31,2461.8,10502.1
398,2013-02-25,1581.4,1575.35,1597.09,1593.46,1593.46,12.97,11.02,11.4,2465.9,10467.6
399,2013-02-18,1609.95,1607.26,1618.98,1609.78,1609.78,9.41,10.24,11.19,2469.4,10455.4
400,2013-02-11,1667.05,1643.88,1669.69,1648.07,1648.07,8.64,10.08,11.22,2484.3,10472.4
401,2013-02-04,1667.65,1662.01,1677.74,1674.3,1674.3,9.28,9.95,11.2,2474.0,10458.9
402,2013-01-28,1658.65,1652.16,1662.51,1655.61,1655.61,10.7,11.17,11.08,2465.2,10462.2
403,2013-01-21,1684.9,1684.9,1691.45,1690.05,1690.05,9.77,11.05,11.15,2488.5,10454.5
404,2013-01-14,1662.4,1660.1,1674.86,1667.8,1667.8,11.81,11.42,11.35,2480.1,10472.7
405,2013-01-07,1656.4,1643.05,1662.6,1646.92,1646.92,10.88,11.28,11.22,2459.6,10500.5
406,2012-12-31,1656.1,1655.7,1680.17,1675.35,1675.35,10.2,11.02,11.27,2459.7,10514.4
407,2012-12-24,1657.8,1652.2,1665.97,1657.84,1657.84,9.85,11.1,11.46,2474.4,10470.8
408,2012-12-17,1695.75,1686.69,1699.8,1698.32,1698.32,9.92,10.43,12.01,2438.6,10440.3
409,2012-12-10,1704.55,1702.95,1717.57,1713.11,1713.11,9.71,11.26,12.6,2469.3,10393.5
410,2012-12-03,1715.05,1713.03,1721.76,1715.96,1715.96,11.1,11.83,12.53,2467.5,10361.2
411,2012-11-26,1753.0,1746.14,1753.0,1748.7,1748.7,12.59,12.17,12.65,2405.2,10321.0
412,2012-11-19,1713.6,1713.6,1735.75,1731.72,1731.72,12.77,12.11,13.81,2420.5,10297.0
413,2012-11-12,1732.22,1725.9,1738.1,1728.2,1728.2,13.33,12.22,13.96,2414.8,10306.6
414,2012-11-05,1677.85,1672.69,1686.3,1684.97,1684.97,11.15,11.82,14.34,2430.2,10336.0
415,2012-10-29,1711.5,1706.12,1717.3,1709.25,1709.25,8.86,11.11,14.41,2429.4,10287.7
416,2012-10-22,1721.33,1714.07,1729.47,1728.6,1728.6,9.46,11.06,14.39,2417.1,10243.6
417,2012-10-15,1754.25,1729.15,1754.25,1737.4,1737.4,8.6,11.04,14.3,2422.2,10251.3
418,2012-10-08,1781.0,1766.68,1781.0,1774.55,1774.55,10.47,10.92,14.18,2422.4,10243.9
419,2012-10-01,1772.4,1763.49,1791.5,1775.43,1775.43,12.02,11.67,14.36,2382.4,10245.4
420,2012-09-24,1771.7,1755.8,1772.96,1764.4,1764.4,13.32,13.09,14.71,2378.6,10196.7
421,2012-09-17,1773.65,1754.28,1776.55,1761.25,1761.25,13.52,14.29,14.97,2379.6,10201.3
422,2012-09-10,1735.85,1724.92,1740.05,1726.06,1726.06,12.72,13.84,14.77,2405.4,10180.1
423,2012-09-03,1691.25,1685.67,1695.35,1692.33,1692.33,10.55,13.85,14.92,2420.7,10161.9
424,2012-08-27,1670.35,1663.2,1676.93,1663.97,1663.97,9.64,15.33,14.95,2346.2,10134.8
425,2012-08-20,1616.2,1610.33,1622.54,1620.5,1620.5,9.59,15.26,16.5,2341.8,10112.6
426,2012-08-13,1620.05,1607.6,1625.69,1609.75,1609.75,9.5,16.26,16.66,2350.0,10115.2
427,2012-08-06,1603.48,1602.65,1615.53,1610.68,1610.68,11.24,16.69,16.65,2310.6,10078.1
428,2012-07-30,1623.45,1614.61,1627.5,1621.96,1621.96,11.82,17.13,16.67,2311.7,10065.3
429,2012-07-23,1584.75,1563.51,1584.75,1576.75,1576.75,15.64,16.9,16.77,2317.7,10047.0
430,2012-07-16,1590.61,1578.72,1594.96,1589.4,1589.4,18.02,16.8,17.31,2316.2,10051.2
431,2012-07-09,1582.72,1576.7,1592.94,1587.65,1587.65,17.29,16.67,17.16,2337.5,10030.4
432,2012-07-02,1597.6,1587.38,1602.1,1597.01,1597.01,17.21,16.49,17.11,2284.4,10007.4
433,2012-06-25,1572.6,1566.57,1588.35,1584.38,1584.38,19.63,15.96,16.87,2272.9,9981.1
434,2012-06-18,1628.3,1609.5,1630.08,1628.09,1628.09,17.95,15.62,16.86,2274.6,9974.5
435,2012-06-11,1594.35,1582.1,1608.3,1596.8,1596.8,20.64,15.65,16.93,2290.5,9971.7
436,2012-06-04,1625.33,1609.2,1628.09,1619.0,1619.0,21.35,16.15,18.29,2255.2,9919.6
437,2012-05-28,1574.63,1571.69,1583.95,1573.33,1573.33,15.41,14.5,17.63,2256.6,9905.8
438,2012-05-21,1592.5,1585.05,1599.21,1593.33,1593.33,14.77,17.32,17.82,2261.9,9905.7
439,2012-05-14,1580.05,1556.35,1585.8,1556.73,1556.73,10.75,16.9,17.96,2267.3,9897.2
440,2012-05-07,1642.55,1632.28,1643.08,1638.45,1638.45,9.02,16.11,17.9,2241.3,9899.4
441,2012-04-30,1662.2,1647.07,1666.39,1664.75,1664.75,12.28,16.82,18.37,2253.5,9885.1
442,2012-04-23,1642.5,1623.47,1643.38,1638.84,1638.84,13.95,16.97,18.66,2247.4,9864.0
443,2012-04-16,1658.27,1641.43,1658.27,1652.01,1652.01,14.63,17.95,19.34,2241.8,9880.3
444,2012-04-09,1636.94,1635.71,1648.75,1640.26,1640.26,15.63,17.67,19.41,2249.9,9865.7
445,2012-04-02,1668.4,1663.05,1683.57,1677.75,1677.75,15.4,17.17,19.46,2247.1,9849.2
446,2012-03-26,1663.55,1655.73,1693.65,1690.18,1690.18,23.54,17.78,19.93,2227.2,9826.3
447,2012-03-19,1659.5,1652.43,1669.05,1664.5,1664.5,23.42,18.09,20.32,2227.9,9805.4
448,2012-03-12,1714.25,1692.95,1716.88,1701.34,1701.34,21.83,17.84,21.75,2228.9,9810.9
449,2012-03-05,1711.05,1694.04,1717.26,1706.32,1706.32,20.96,20.32,21.97,2213.7,9801.2
450,2012-02-27,1774.18,1761.72,1779.47,1767.65,1767.65,12.24,17.61,21.66,2210.4,9779.7
451,2012-02-20,1723.78,1723.78,1737.25,1734.93,1734.93,14.91,18.01,22.48,2217.4,9778.1
452,2012-02-13,1725.4,1716.22,1733.36,1722.25,1722.25,14.77,19.57,24.33,2211.8,9772.0
453,2012-02-06,1726.3,1712.59,1738.3,1720.25,1720.25,14.49,19.73,24.56,2197.3,9751.5
454,2012-01-30,1737.42,1716.44,1740.04,1729.85,1729.85,13.86,20.13,25.36,2204.3,9736.0
455,2012-01-23,1666.68,1662.7,1681.54,1676.85,1676.85,14.96,19.69,25.3,2207.4,9729.0
456,2012-01-16,1638.52,1631.65,1647.15,1643.88,1643.88,15.61,21.04,25.32,2198.1,9733.2
457,2012-01-09,1616.78,1605.23,1623.59,1611.15,1611.15,23.25,21.02,25.32,2199.3,9723.9
458,2012-01-02,1569.7,1566.34,1570.96,1566.37,1566.37,22.13,21.15,25.15,2199.2,9716.5
459,2011-12-26,1607.15,1599.45,1609.58,1607.25,1607.25,22.85,21.4,24.94,2156.3,9639.4
460,2011-12-19,1599.25,1583.44,1608.48,1594.35,1594.35,24.49,24.73,24.95,2149.8,9638.6
461,2011-12-12,1711.28,1657.55,1714.92,1666.49,1666.49,20.8,23.99,24.29,2165.7,9646.8
462,2011-12-05,1745.77,1717.95,1755.05,1722.67,1722.67,20.84,24.35,23.86,2158.5,9625.4
463,2011-11-28,1687.15,1686.65,1720.54,1712.35,1712.35,21.23,25.68,23.7,2171.2,9614.9
464,2011-11-21,1725.63,1666.8,1726.21,1677.57,1677.57,23.22,26.89,23.5,2179.4,9607.8
465,2011-11-14,1788.35,1773.93,1796.11,1780.3,1780.3,20.24,28.81,22.9,2171.9,9620.5
466,2011-11-07,1754.6,1751.85,1798.5,1794.9,1794.9,20.46,28.93,22.78,2147.3,9602.4
467,2011-10-31,1742.5,1705.49,1745.41,1714.7,1714.7,21.89,29.9,22.57,2136.2,9578.7
468,2011-10-24,1640.92,1635.72,1661.95,1653.48,1653.48,21.56,29.34,22.56,2126.6,9560.0
469,2011-10-17,1680.1,1665.38,1695.05,1670.8,1670.8,28.61,29.07,22.53,2128.2,9579.6
470,2011-10-10,1638.38,1619.38,1677.55,1676.65,1676.65,30.01,29.03,22.42,2150.8,9570.7
471,2011-10-03,1623.45,1620.59,1664.52,1658.3,1658.3,31.28,28.33,22.03,2176.7,9563.0
472,2011-09-26,1657.89,1535.07,1664.0,1626.88,1626.88,33.01,27.67,21.57,2128.0,9553.4
473,2011-09-19,1812.22,1770.67,1827.88,1778.85,1778.85,35.39,25.1,19.71,2120.9,9526.0
474,2011-09-12,1857.66,1801.72,1862.38,1815.25,1815.25,35.17,24.25,19.23,2118.7,9529.8
475,2011-09-05,1884.3,1874.45,1903.52,1900.2,1900.2,33.72,22.04,18.12,2110.1,9535.1
476,2011-08-29,1829.0,1776.1,1838.2,1788.4,1788.4,32.77,20.8,17.41,2122.4,9537.0
477,2011-08-22,1852.15,1851.95,1898.5,1897.46,1897.46,20.87,15.8,14.89,2136.0,9537.3
478,2011-08-15,1746.72,1728.38,1766.45,1766.02,1766.02,20.51,14.82,14.4,2109.1,9509.0
479,2011-08-08,1662.75,1662.75,1720.35,1719.45,1719.45,15.88,12.99,13.42,2094.4,9480.0
480,2011-08-01,1626.82,1608.4,1631.95,1619.38,1619.38,9.25,12.33,12.18,2063.5,9453.9
481,2011-07-25,1599.75,1599.56,1623.95,1614.02,1614.02,10.59,13.31,12.32,2001.2,9307.4
482,2011-07-18,1593.6,1591.63,1607.29,1604.79,1604.79,12.51,13.1,12.94,1975.8,9266.9
483,2011-07-11,1544.05,1541.9,1556.9,1553.48,1553.48,12.64,13.13,13.1,1983.7,9240.5
484,2011-07-04,1486.3,1486.3,1496.79,1496.2,1496.2,11.2,13.07,13.08,1985.7,9229.6
485,2011-06-27,1500.05,1491.0,1505.58,1497.93,1497.93,10.27,13.12,13.43,1959.4,9183.0
486,2011-06-20,1538.9,1533.21,1546.9,1540.6,1540.6,8.26,12.39,13.33,1961.5,9103.9
487,2011-06-13,1531.53,1511.15,1532.88,1515.65,1515.65,9.3,12.54,13.33,1951.5,9061.0
488,2011-06-06,1542.53,1540.83,1553.68,1544.58,1544.58,9.67,13.34,13.33,1936.0,9046.0
489,2011-05-30,1536.45,1534.35,1539.3,1538.46,1538.46,16.08,13.71,13.69,1956.5,9044.4
490,2011-05-23,1512.6,1504.1,1519.28,1517.1,1517.1,17.45,13.89,14.0,1942.2,9029.3
491,2011-05-16,1493.75,1487.73,1504.65,1489.33,1489.33,16.82,13.99,14.01,1930.7,9026.9
492,2011-05-09,1494.55,1490.5,1514.13,1513.73,1513.73,17.27,13.8,14.2,1928.1,9017.0
493,2011-05-02,1564.15,1539.29,1575.38,1545.45,1545.45,12.0,11.9,14.07,1920.6,9018.4
494,2011-04-25,1510.55,1502.15,1518.35,1507.23,1507.23,9.61,12.62,14.37,1902.2,9005.2
495,2011-04-18,1486.38,1477.6,1497.78,1495.3,1495.3,10.18,13.42,14.7,1892.8,8970.4
496,2011-04-11,1475.2,1459.52,1476.48,1463.15,1463.15,12.55,13.41,15.28,1896.4,8950.7
497,2011-04-04,1428.38,1428.15,1438.95,1434.03,1434.03,11.6,12.9,15.28,1895.4,8940.6
498,2011-03-28,1427.8,1410.41,1429.43,1420.3,1420.3,13.82,14.03,15.64,1897.1,8931.5
499,2011-03-21,1419.95,1419.88,1434.95,1427.79,1427.79,14.58,14.27,15.67,1901.2,8920.6
500,2011-03-14,1420.3,1417.63,1432.54,1426.43,1426.43,11.87,13.51,15.29,1889.6,8901.4
501,2011-03-07,1432.7,1428.15,1444.95,1432.05,1432.05,10.91,13.4,15.33,1875.6,8898.6
502,2011-02-28,1409.5,1404.98,1416.51,1411.33,1411.33,9.67,14.02,15.08,1895.2,8885.9
503,2011-02-21,1389.45,1388.95,1408.43,1406.45,1406.45,14.41,14.17,15.04,1885.8,8878.6
504,2011-02-14,1356.63,1354.4,1366.78,1361.78,1361.78,15.07,14.22,14.93,1859.1,8864.5
505,2011-02-07,1349.1,1344.08,1353.26,1351.28,1351.28,15.5,15.56,14.91,1850.4,8856.5
506,2011-01-31,1338.35,1323.33,1346.25,1332.68,1332.68,16.21,16.92,14.87,1868.8,8837.2
507,2011-01-24,1342.63,1332.85,1353.23,1334.4,1334.4,14.36,16.16,14.23,1854.1,8820.7
508,2011-01-17,1362.15,1357.35,1365.9,1361.61,1361.61,13.29,16.24,14.31,1858.3,8853.2
509,2011-01-10,1369.85,1365.93,1376.21,1375.71,1375.71,13.36,17.16,14.33,1834.5,8809.0
510,2011-01-03,1421.33,1413.1,1424.03,1414.8,1414.8,12.65,16.96,14.2,1849.9,8787.3
511,2010-12-27,1379.75,1372.88,1386.5,1383.78,1383.78,13.51,16.97,14.19,1853.6,8810.7
512,2010-12-20,1374.85,1374.83,1388.3,1385.3,1385.3,14.33,17.06,15.3,1840.8,8790.4
513,2010-12-13,1383.7,1380.6,1399.39,1394.13,1394.13,15.22,16.81,15.45,1829.0,8783.7
514,2010-12-06,1414.43,1409.1,1427.56,1423.75,1423.75,17.78,16.58,15.34,1812.3,8771.0
515,2010-11-29,1364.1,1353.5,1369.47,1366.31,1366.31,19.25,15.95,15.29,1836.1,8774.0
516,2010-11-22,1358.23,1348.68,1368.0,1366.8,1366.8,20.39,15.88,15.46,1819.0,8761.1
517,2010-11-15,1373.75,1355.84,1376.97,1360.58,1360.58,22.19,15.31,15.28,1802.0,8749.7
518,2010-11-08,1394.88,1387.1,1410.6,1409.43,1409.43,19.95,13.81,15.16,1867.7,8744.4
519,2010-11-01,1360.65,1349.23,1365.75,1353.83,1353.83,18.29,12.39,14.82,1766.4,8746.4
520,2010-10-25,1329.3,1329.15,1349.34,1339.91,1339.91,17.22,11.81,15.09,1789.5,8741.3
521,2010-10-18,1369.58,1353.0,1375.05,1368.6,1368.6,11.71,10.54,14.43,1776.5,8740.0
522,2010-10-11,1347.1,1340.33,1355.5,1354.15,1354.15,11.06,10.67,14.33,1789.5,8733.6
523,2010-10-04,1318.4,1312.5,1320.28,1315.35,1315.35,8.83,10.44,14.26,1776.2,8713.7
524,2010-09-27,1297.85,1294.32,1300.11,1294.5,1294.5,8.58,13.14,14.32,1770.2,8697.1
525,2010-09-20,1278.63,1274.35,1283.78,1278.25,1278.25,8.75,13.51,14.45,1769.6,8683.2
526,2010-09-13,1246.18,1241.2,1249.13,1245.55,1245.55,6.93,13.91,14.62,1768.6,8683.7
527,2010-09-06,1248.28,1246.9,1251.25,1249.95,1249.95,7.59,14.34,15.04,1749.5,8673.5
528,2010-08-30,1237.8,1233.5,1238.7,1237.0,1237.0,7.36,15.01,15.2,1757.3,8668.3
529,2010-08-23,1226.8,1221.95,1231.99,1226.15,1226.15,10.77,15.0,15.32,1757.4,8656.8
530,2010-08-16,1215.0,1214.33,1227.55,1225.35,1225.35,12.11,15.5,15.51,1742.1,8656.2
531,2010-08-09,1205.5,1199.19,1209.93,1201.23,1201.23,13.34,16.15,15.66,1743.4,8648.5
532,2010-08-02,1181.83,1174.7,1190.53,1182.75,1182.75,14.38,17.7,16.0,1729.2,8635.4
533,2010-07-26,1188.65,1179.8,1194.91,1183.5,1183.5,18.07,17.38,17.17,1730.6,8623.6
534,2010-07-19,1193.73,1177.63,1194.97,1182.93,1182.93,19.0,17.57,17.13,1718.8,8602.1
535,2010-07-12,1211.8,1196.54,1213.18,1196.85,1196.85,19.47,17.58,17.4,1722.3,8595.5
536,2010-07-05,1211.48,1206.03,1214.6,1208.93,1208.93,19.54,17.1,17.52,1719.3,8573.5
537,2010-06-28,1254.85,1235.75,1262.8,1238.94,1238.94,15.85,15.65,17.15,1748.3,8605.8
538,2010-06-21,1258.7,1230.7,1265.25,1233.65,1233.65,15.4,15.59,17.04,1741.3,8606.3
539,2010-06-14,1227.53,1216.74,1234.25,1221.15,1221.15,16.34,15.71,17.02,1722.3,8584.5
540,2010-06-07,1219.68,1210.65,1244.75,1240.35,1240.35,17.6,15.77,17.78,1717.9,8596.3
541,2010-05-31,1214.45,1209.98,1218.15,1216.3,1216.3,18.43,15.48,17.95,1711.5,8596.6
542,2010-05-24,1177.55,1176.45,1197.01,1191.73,1191.73,18.87,15.73,18.97,1707.5,8572.9
543,2010-05-17,1231.88,1219.26,1242.53,1222.3,1222.3,15.63,14.71,18.83,1702.8,8586.9
544,2010-05-10,1203.5,1184.25,1205.9,1203.14,1203.14,15.25,14.87,18.64,1710.7,8563.7
545,2010-05-03,1179.8,1176.8,1187.8,1182.23,1182.23,12.24,16.54,18.42,1728.3,8553.3
546,2010-04-26,1157.45,1150.94,1160.23,1153.53,1153.53,12.44,16.96,18.68,1692.3,8537.0
547,2010-04-19,1134.1,1123.9,1138.0,1135.75,1135.75,13.99,17.1,18.94,1699.4,8509.3
548,2010-04-12,1167.3,1154.3,1170.1,1156.3,1156.3,15.08,17.46,18.82,1697.7,8515.1
549,2010-04-05,1120.7,1119.95,1133.5,1131.85,1131.85,15.53,17.93,18.8,1686.0,8507.9
550,2010-03-29,1113.5,1103.65,1114.75,1109.78,1109.78,15.37,18.48,19.11,1708.3,8497.6
551,2010-03-22,1106.85,1092.55,1108.8,1102.2,1102.2,14.35,18.29,18.99,1722.2,8490.1
552,2010-03-15,1101.65,1101.4,1109.05,1108.45,1108.45,13.34,19.43,18.81,1722.9,8491.0
553,2010-03-08,1135.44,1118.8,1137.8,1123.63,1123.63,14.92,19.65,18.79,1704.2,8486.1
554,2010-03-01,1118.59,1112.28,1123.55,1118.85,1118.85,22.08,21.39,18.64,1694.9,8495.1
555,2010-02-22,1125.2,1110.08,1131.1,1114.28,1114.28,21.73,21.75,18.85,1702.1,8507.7
556,2010-02-15,1094.1,1091.85,1102.54,1100.9,1100.9,22.63,21.84,18.72,1717.2,8508.5
557,2010-02-08,1068.0,1061.85,1073.9,1062.85,1062.85,22.22,21.81,18.6,1688.6,8474.0
558,2010-02-01,1080.9,1076.85,1107.9,1105.55,1105.55,19.73,20.18,17.61,1670.9,8468.4
559,2010-01-25,1092.8,1092.7,1104.16,1098.4,1098.4,18.1,20.6,17.38,1672.6,8454.0
560,2010-01-18,1129.81,1127.8,1137.45,1134.1,1134.1,17.39,20.15,17.31,1669.7,8435.6
561,2010-01-11,1154.15,1149.4,1161.96,1151.85,1151.85,20.57,19.81,16.98,1665.4,8432.0
562,2010-01-04,1099.15,1093.4,1123.83,1121.28,1121.28,21.58,19.54,16.85,1708.6,8438.7
563,2009-12-28,1108.2,1101.7,1113.88,1107.1,1107.1,25.13,19.78,16.77,1690.1,8469.3
564,2009-12-21,1111.44,1090.2,1119.75,1093.45,1093.45,26.15,19.92,16.91,1698.6,8482.4
565,2009-12-14,1114.4,1110.83,1127.8,1126.78,1126.78,22.71,18.12,15.88,1691.1,8495.6
566,2009-12-07,1159.08,1136.22,1164.93,1158.1,1158.1,20.94,17.05,15.36,1684.8,8505.5
567,2009-11-30,1180.7,1164.01,1182.38,1179.63,1179.63,14.61,14.47,14.18,1688.2,8491.8
568,2009-11-23,1151.43,1151.43,1173.9,1166.0,1166.0,16.27,14.4,14.87,1683.0,8491.8
569,2009-11-16,1118.9,1118.9,1143.68,1139.3,1139.3,16.91,14.78,15.1,1680.8,8490.8
570,2009-11-09,1097.8,1095.8,1111.19,1104.1,1104.1,15.46,14.48,15.09,1680.4,8484.7
571,2009-11-02,1042.85,1042.2,1062.98,1059.5,1059.5,16.41,14.07,14.79,1682.6,8469.3
572,2009-10-26,1055.3,1037.8,1059.9,1038.65,1038.65,15.3,13.91,14.76,1685.4,8470.7
573,2009-10-19,1052.55,1048.29,1064.9,1064.2,1064.2,15.19,13.91,14.8,1680.9,8464.1
574,2009-10-12,1049.2,1047.2,1059.28,1057.03,1057.03,15.01,13.69,15.01,1674.6,8448.8
575,2009-10-05,1002.8,1000.4,1017.75,1017.3,1017.3,12.33,13.01,14.96,1662.2,8435.1
576,2009-09-28,992.05,986.03,996.81,990.98,990.98,13.25,13.18,15.3,1662.1,8431.1
577,2009-09-21,1004.97,995.55,1006.97,1003.7,1003.7,12.35,13.26,15.68,1662.9,8434.0
578,2009-09-14,1006.25,993.7,1009.18,1000.2,1000.2,13.47,13.33,15.97,1674.9,8436.0
579,2009-09-07,994.0,991.35,996.68,995.25,995.25,13.99,13.9,16.73,1660.5,8423.8
580,2009-08-31,955.86,944.93,960.68,951.19,951.19,11.75,14.31,17.25,1644.2,8422.5
581,2009-08-24,953.9,939.8,956.95,941.55,941.55,15.14,15.5,17.98,1649.2,8417.9
582,2009-08-17,947.75,930.61,948.35,934.68,934.68,14.17,15.41,18.34,1668.9,8444.3
583,2009-08-10,955.05,944.08,957.05,946.42,946.42,13.79,15.65,19.01,1669.5,8442.9
584,2009-08-03,952.55,952.3,962.45,956.8,956.8,14.26,15.48,19.71,1679.3,8434.7
585,2009-07-27,951.8,948.05,958.8,953.82,953.82,13.02,15.29,19.7,1659.2,8450.5
586,2009-07-20,938.22,937.48,955.25,948.75,948.75,14.14,16.08,20.28,1662.6,8434.7
587,2009-07-13,911.44,908.1,923.4,920.3,920.3,13.42,16.57,21.58,1663.9,8422.5
588,2009-07-06,932.3,920.75,932.65,925.1,925.1,13.03,16.37,22.66,1653.2,8419.3
589,2009-06-29,940.56,934.5,942.9,937.95,937.95,16.39,17.79,22.96,1660.7,8403.4
590,2009-06-22,933.95,918.45,935.2,922.73,922.73,18.13,17.96,23.07,1671.6,8430.4
591,2009-06-15,939.5,926.18,939.53,928.3,928.3,20.01,18.68,23.53,1659.5,8439.0
592,2009-06-08,955.65,943.8,959.85,951.85,951.85,18.98,19.63,24.02,1650.5,8439.3
593,2009-06-01,979.6,973.7,988.6,975.05,975.05,14.65,20.21,24.31,1615.5,8429.1
594,2009-05-25,957.25,952.72,960.05,958.8,958.8,15.22,20.32,26.01,1623.4,8428.2
595,2009-05-18,930.7,916.25,933.68,918.25,918.25,15.81,21.11,26.13,1617.1,8414.7
596,2009-05-11,916.65,909.0,917.95,913.6,913.6,16.9,21.96,27.85,1617.5,8413.5
597,2009-05-04,886.85,885.22,907.2,902.15,902.15,19.29,23.14,28.61,1611.3,8398.8
